V4	V249	0.23626764
V5	V7	0.0001409
V5	V8	0.0001409
V5	V9	0.0001409
V5	V10	0.0001409
V5	V11	0.00031311
V5	V12	0.00241096
V5	V14	7.33E-05
V5	V15	0.00014027
V5	V16	0.00017847
V5	V17	0.00219178
V5	V20	0.00096438
V5	V21	2.63E-05
V5	V23	0.00062622
V5	V25	0.00196478
V5	V26	0.00392955
V5	V28	0.00033691
V5	V31	0.00010959
V5	V32	5.21E-05
V5	V33	5.26E-05
V5	V34	2.03E-05
V5	V35	5.07E-05
V5	V37	0.00010521
V5	V38	0.00075147
V5	V43	1.15E-05
V5	V46	0.00229386
V5	V47	0.00085609
V5	V48	0.00299335
V5	V49	0.00264986
V5	V52	0.00073128
V5	V53	0.00055595
V5	V54	6.63E-05
V5	V56	1.33E-05
V5	V59	2.57E-05
V5	V65	0.00011467
V5	V66	3.47E-05
V5	V67	0.00199296
V5	V68	2.66E-05
V5	V69	0.00151433
V5	V82	0.00048264
V5	V83	0.00014448
V5	V85	5.12E-05
V5	V86	0.0016893
V5	V89	0.00191116
V5	V90	0.00131495
V5	V91	0.00418167
V5	V92	0.00103617
V5	V93	0.00145597
V5	V99	0.00201958
V5	V100	0.00024736
V5	V101	0.00228446
V5	V102	0.00019305
V5	V104	3.47E-05
V5	V107	0.00126012
V5	V108	0.00132935
V5	V110	0.00226849
V5	V111	0.00217143
V5	V114	8.07E-05
V5	V116	0.00070959
V5	V117	1.61E-06
V5	V118	0.00045298
V5	V123	2.24E-05
V5	V124	0.0011453
V5	V128	0.00011865
V5	V129	4.00E-05
V5	V130	0.00058552
V5	V131	0.00137152
V5	V135	0.00147162
V5	V138	0.00040529
V5	V142	0.00158458
V5	V144	0.00066391
V5	V149	1.42E-05
V5	V152	0.00070531
V5	V158	2.56E-06
V5	V159	0.00056194
V5	V161	0.00026415
V5	V162	1.18E-05
V5	V171	0.00169237
V5	V172	0.00010724
V5	V175	3.36E-05
V5	V176	1.11E-05
V5	V178	3.52E-06
V5	V179	0.00158839
V5	V183	1.68E-05
V5	V184	1.19E-06
V5	V185	0.00066322
V5	V187	0.00199139
V5	V188	0.00153112
V5	V189	3.23E-05
V5	V190	0.00038675
V5	V191	0.00069869
V5	V192	0.00023022
V5	V194	0.00030096
V5	V195	0.00058615
V5	V207	0.00016909
V5	V208	0.00058704
V5	V209	0.00064805
V5	V225	1.83E-05
V5	V227	0.00011731
V5	V228	0.00017918
V5	V232	0.00123279
V5	V234	0.00013951
V5	V239	9.76E-06
V5	V246	3.06E-05
V5	V247	6.39E-05
V5	V249	0.33285385
V6	V14	1.60E-06
V6	V15	1.92E-06
V6	V20	6.33E-06
V6	V22	6.45E-05
V6	V32	7.60E-07
V6	V34	6.00E-08
V6	V36	4.80E-07
V6	V39	4.08E-06
V6	V102	8.22E-06
V6	V115	2.00E-08
V6	V151	3.80E-07
V6	V156	9.00E-08
V6	V157	2.47E-05
V6	V158	1.83E-05
V6	V174	2.87E-06
V6	V175	6.81E-06
V6	V178	1.02E-06
V6	V181	1.97E-05
V6	V182	2.41E-05
V6	V183	1.80E-05
V6	V184	1.94E-05
V6	V189	2.60E-07
V6	V193	1.66E-06
V6	V196	5.00E-08
V6	V199	1.07E-06
V6	V200	4.90E-07
V6	V204	2.80E-07
V6	V205	7.00E-08
V6	V246	8.60E-06
V6	V249	0.00023598
V7	V14	4.24E-05
V7	V15	7.61E-06
V7	V20	5.02E-05
V7	V22	0.00284162
V7	V60	3.59E-05
V7	V84	0.00010033
V7	V156	9.72E-05
V7	V157	1.51E-05
V7	V158	1.93E-05
V7	V159	1.06E-06
V7	V181	1.08E-06
V7	V183	1.22E-06
V7	V184	6.90E-07
V7	V190	1.96E-06
V7	V191	3.86E-05
V7	V193	2.93E-05
V7	V246	1.64E-05
V7	V249	0.00245211
V8	V15	3.29E-05
V8	V20	0.00021699
V8	V22	0.00491194
V8	V34	6.34E-06
V8	V83	7.34E-05
V8	V102	3.59E-05
V8	V156	6.64E-05
V8	V157	3.11E-05
V8	V158	2.24E-05
V8	V174	0.00013055
V8	V175	2.10E-05
V8	V183	7.89E-06
V8	V184	8.91E-06
V8	V200	1.97E-05
V8	V201	1.73E-05
V8	V249	0.00475489
V9	V15	0.00017703
V9	V20	0.00116839
V9	V22	0.02644889
V9	V34	3.41E-05
V9	V83	0.01628898
V9	V85	0.00896575
V9	V102	0.00286175
V9	V121	0.00064346
V9	V156	0.00034344
V9	V158	0.00062099
V9	V175	0.0014765
V9	V182	0.00032131
V9	V183	0.00065147
V9	V184	0.00078379
V9	V185	0.01259431
V9	V186	0.0031141
V9	V190	0.00173543
V9	V192	0.01031924
V9	V249	0.08521171
V10	V15	2.54E-06
V10	V20	1.26E-05
V10	V32	1.01E-05
V10	V34	3.70E-07
V10	V36	1.27E-05
V10	V39	3.17E-06
V10	V51	1.80E-07
V10	V53	1.05E-06
V10	V102	1.50E-06
V10	V158	1.11E-06
V10	V183	1.50E-07
V10	V184	3.40E-07
V10	V189	8.17E-06
V10	V191	2.86E-06
V10	V192	1.46E-06
V10	V193	4.19E-06
V10	V196	3.10E-07
V10	V201	6.70E-07
V10	V249	0.0007844
V11	V14	0.00013937
V11	V20	0.00018344
V11	V22	0.00373734
V11	V115	2.10E-06
V11	V123	7.99E-06
V11	V158	0.000117
V11	V181	7.09E-06
V11	V249	0.00200492
V12	V32	4.34E-06
V12	V51	2.80E-05
V12	V95	0.00048618
V12	V104	0.00011149
V12	V105	0.00030297
V12	V114	1.61E-05
V12	V115	0.00070813
V12	V117	0.00019332
V12	V118	5.91E-05
V12	V119	0.00042916
V12	V122	0.00031707
V12	V123	0.00011197
V12	V137	2.07E-05
V12	V138	4.85E-05
V12	V139	0.00019761
V12	V153	0.0002776
V12	V161	0.00028302
V12	V162	0.00019022
V12	V166	4.16E-05
V12	V178	0.00030822
V12	V236	2.28E-05
V12	V237	0.0001818
V12	V249	0.00190085
V13	V20	0.01534247
V13	V115	7.72E-06
V13	V249	0.01533475
V14	V15	3.20E-05
V14	V19	5.14E-06
V14	V23	2.17E-05
V14	V51	6.10E-07
V14	V87	0.00016895
V14	V106	4.55E-06
V14	V114	6.28E-06
V14	V115	4.29E-06
V14	V117	7.67E-05
V14	V119	4.66E-05
V14	V122	5.02E-06
V14	V129	4.48E-06
V14	V130	0.00010661
V14	V134	3.12E-06
V14	V136	2.30E-05
V14	V137	1.69E-05
V14	V138	1.57E-05
V14	V139	3.27E-05
V14	V140	9.50E-07
V14	V151	1.21E-06
V14	V153	2.96E-05
V14	V161	6.38E-05
V14	V176	4.33E-06
V14	V178	2.40E-05
V14	V186	2.12E-06
V14	V196	1.03E-06
V14	V221	7.71E-06
V14	V236	1.40E-05
V14	V238	4.68E-05
V14	V247	1.50E-05
V14	V248	3.50E-05
V14	V249	0.00050286
V15	V15	3.93E-05
V15	V16	1.00E-05
V15	V17	4.68E-06
V15	V19	0.00039415
V15	V20	0.00034869
V15	V23	2.60E-06
V15	V24	0.00176326
V15	V25	3.34E-05
V15	V26	7.67E-05
V15	V27	0.00047945
V15	V28	9.45E-05
V15	V29	0.00085236
V15	V30	0.00085236
V15	V31	0.00051142
V15	V32	6.24E-05
V15	V33	0.00069041
V15	V34	4.55E-05
V15	V38	3.90E-07
V15	V39	6.15E-06
V15	V42	3.35E-06
V15	V51	9.51E-06
V15	V61	2.21E-05
V15	V66	2.83E-06
V15	V71	0.00019107
V15	V72	5.94E-05
V15	V79	1.50E-05
V15	V81	0.00012097
V15	V87	3.90E-05
V15	V88	0.0001151
V15	V96	0.00025686
V15	V97	0.00019975
V15	V98	7.46E-05
V15	V104	1.26E-05
V15	V105	0.00013104
V15	V106	4.20E-06
V15	V113	8.31E-05
V15	V114	2.75E-05
V15	V115	1.39E-05
V15	V116	1.91E-05
V15	V117	0.00010988
V15	V118	1.59E-05
V15	V119	3.78E-06
V15	V121	3.22E-05
V15	V122	4.70E-05
V15	V123	3.02E-05
V15	V126	7.00E-06
V15	V129	5.38E-05
V15	V130	0.0002398
V15	V134	4.32E-05
V15	V136	8.05E-05
V15	V137	0.00010862
V15	V138	5.13E-05
V15	V139	0.00014582
V15	V140	9.35E-05
V15	V141	0.00027718
V15	V142	4.68E-05
V15	V143	0.00013331
V15	V144	4.28E-05
V15	V145	5.60E-05
V15	V146	2.27E-06
V15	V148	3.68E-05
V15	V149	1.28E-05
V15	V151	1.68E-06
V15	V152	1.39E-05
V15	V155	6.36E-06
V15	V156	2.86E-06
V15	V159	1.32E-05
V15	V161	5.15E-06
V15	V162	6.07E-06
V15	V166	0.00011191
V15	V167	0.0001492
V15	V174	8.69E-06
V15	V176	1.10E-05
V15	V177	2.94E-06
V15	V178	1.01E-05
V15	V185	5.13E-05
V15	V186	3.92E-06
V15	V189	1.81E-06
V15	V190	6.39E-05
V15	V191	3.32E-06
V15	V193	2.28E-05
V15	V195	6.58E-06
V15	V196	9.50E-07
V15	V207	1.72E-05
V15	V219	1.87E-05
V15	V221	1.42E-05
V15	V224	4.36E-06
V15	V234	7.69E-05
V15	V235	5.95E-05
V15	V236	5.72E-05
V15	V237	5.35E-05
V15	V238	0.00034574
V15	V246	9.19E-05
V15	V247	9.06E-05
V15	V248	3.23E-05
V15	V249	0.00261619
V16	V19	9.66E-06
V16	V20	1.47E-05
V16	V24	0.00059798
V16	V28	2.56E-05
V16	V29	7.05E-05
V16	V30	0.00010578
V16	V31	0.00026682
V16	V32	7.93E-06
V16	V34	6.95E-06
V16	V36	6.70E-07
V16	V39	1.67E-06
V16	V51	8.91E-06
V16	V71	2.33E-05
V16	V72	9.46E-06
V16	V94	1.13E-05
V16	V95	1.55E-05
V16	V97	1.28E-05
V16	V98	1.06E-05
V16	V104	8.80E-06
V16	V105	7.04E-05
V16	V106	1.42E-06
V16	V107	6.39E-05
V16	V113	2.52E-06
V16	V114	1.35E-05
V16	V115	9.22E-06
V16	V116	4.94E-06
V16	V118	4.41E-05
V16	V119	8.20E-06
V16	V121	5.99E-06
V16	V122	2.92E-06
V16	V123	3.37E-05
V16	V134	1.13E-05
V16	V136	8.25E-06
V16	V137	1.92E-05
V16	V138	7.87E-06
V16	V139	5.12E-05
V16	V140	3.74E-05
V16	V141	6.82E-05
V16	V142	1.06E-05
V16	V143	4.85E-05
V16	V151	3.80E-07
V16	V152	2.26E-06
V16	V158	7.80E-07
V16	V159	6.71E-06
V16	V161	3.32E-05
V16	V162	1.78E-05
V16	V166	5.69E-05
V16	V167	3.32E-06
V16	V175	5.40E-07
V16	V176	1.76E-05
V16	V178	2.04E-06
V16	V190	3.10E-06
V16	V193	3.86E-06
V16	V196	3.20E-07
V16	V207	1.09E-06
V16	V224	6.50E-07
V16	V234	2.06E-05
V16	V235	2.45E-05
V16	V236	3.49E-05
V16	V237	2.72E-05
V16	V242	7.77E-06
V16	V246	2.08E-05
V16	V247	5.14E-05
V16	V248	1.10E-05
V16	V249	0.00181326
V17	V28	8.99E-06
V17	V34	3.60E-07
V17	V106	6.70E-07
V17	V114	2.30E-07
V17	V115	1.60E-07
V17	V116	5.80E-07
V17	V119	9.60E-07
V17	V121	2.00E-07
V17	V123	2.00E-07
V17	V138	3.10E-07
V17	V141	6.41E-06
V17	V143	3.20E-07
V17	V151	1.80E-07
V17	V161	4.70E-07
V17	V196	1.50E-07
V17	V248	5.12E-06
V17	V249	0.00216181
V18	V18	0.01536986
V18	V24	0.01719178
V18	V28	0.00243966
V18	V66	0.00038586
V18	V74	0.00133425
V18	V76	0.00166849
V18	V77	0.00133425
V18	V79	0.00058493
V18	V106	0.00040959
V18	V118	3.45E-05
V18	V149	0.00030378
V18	V151	4.36E-05
V18	V152	0.00021616
V18	V166	0.00029096
V18	V194	0.00021699
V18	V195	0.00043397
V18	V210	0.00910488
V18	V224	0.00027638
V18	V231	0.00039107
V18	V240	0.00445293
V18	V241	0.00129863
V18	V244	0.00122466
V18	V248	0.00126027
V18	V249	0.03717193
V19	V19	6.61E-06
V19	V20	8.42E-06
V19	V28	8.82E-05
V19	V31	0.00246941
V19	V32	7.21E-06
V19	V62	1.40E-05
V19	V106	5.85E-06
V19	V118	1.23E-06
V19	V119	3.47E-05
V19	V123	1.40E-05
V19	V138	5.79E-05
V19	V145	1.82E-05
V19	V146	2.21E-05
V19	V149	3.45E-05
V19	V150	7.79E-05
V19	V151	1.56E-06
V19	V152	7.72E-06
V19	V165	4.40E-05
V19	V166	1.04E-05
V19	V170	0.0002045
V19	V194	7.75E-06
V19	V195	1.55E-05
V19	V211	1.45E-06
V19	V212	2.43E-05
V19	V216	2.63E-05
V19	V218	1.51E-05
V19	V222	3.27E-05
V19	V224	9.87E-06
V19	V239	8.34E-06
V19	V242	0.00015961
V19	V248	4.50E-05
V19	V249	0.0020087
V20	V20	0.00069041
V20	V24	0.00093773
V20	V25	0.00330196
V20	V28	0.00066999
V20	V30	0.00036862
V20	V32	5.53E-06
V20	V34	8.07E-06
V20	V35	0.00084384
V20	V38	2.16E-06
V20	V42	1.19E-05
V20	V46	0.00035885
V20	V47	0.00013021
V20	V51	4.36E-05
V20	V58	0.00036511
V20	V60	0.000909
V20	V82	0.00233014
V20	V83	0.00112774
V20	V84	0.00099264
V20	V85	0.00191378
V20	V86	0.00051231
V20	V88	0.00024732
V20	V89	0.00016002
V20	V90	0.00091196
V20	V92	0.00062374
V20	V95	0.00025982
V20	V99	4.23E-05
V20	V102	0.00025046
V20	V104	0.0005229
V20	V105	0.00040456
V20	V114	0.0003595
V20	V115	0.00025074
V20	V116	0.00099987
V20	V117	0.00020503
V20	V118	0.00059845
V20	V119	0.00106563
V20	V121	6.49E-05
V20	V122	0.00035193
V20	V123	0.00011801
V20	V124	0.00027143
V20	V126	9.68E-05
V20	V129	0.00011006
V20	V130	0.00013549
V20	V131	0.00019457
V20	V134	2.91E-06
V20	V136	0.00040032
V20	V137	0.00015826
V20	V138	0.00162908
V20	V139	4.43E-05
V20	V140	2.18E-05
V20	V141	0.00019128
V20	V144	0.00013474
V20	V151	8.12E-05
V20	V153	0.00017666
V20	V159	0.00012563
V20	V161	0.00049594
V20	V162	0.00036852
V20	V166	2.65E-05
V20	V167	8.99E-05
V20	V169	1.59E-05
V20	V172	0.00042063
V20	V175	2.96E-05
V20	V176	0.00017532
V20	V177	6.15E-05
V20	V178	0.0003665
V20	V179	0.00096485
V20	V185	3.31E-05
V20	V190	0.00038321
V20	V191	0.00064808
V20	V192	0.00035419
V20	V193	0.00111185
V20	V194	1.97E-05
V20	V195	0.00030486
V20	V206	0.00056208
V20	V207	0.00010302
V20	V210	0.00015152
V20	V234	2.54E-05
V20	V235	0.00012732
V20	V236	0.00046869
V20	V237	0.00032394
V20	V246	0.00049072
V20	V247	0.00025566
V20	V249	0.03551161
V21	V115	0.00019288
V21	V166	0.00029096
V21	V222	0.00026137
V21	V249	0.00071584
V22	V144	0.00058225
V22	V246	0.00053567
V22	V249	0.04327659
V23	V32	1.55E-06
V23	V39	3.25E-06
V23	V49	5.36E-05
V23	V117	9.08E-06
V23	V143	1.11E-06
V23	V167	2.28E-06
V23	V185	1.91E-05
V23	V249	0.00509266
V24	V25	0.01793925
V24	V26	0.01719178
V24	V27	0.10744863
V24	V28	0.01473581
V24	V34	0.00035265
V24	V35	0.00343836
V24	V36	6.43E-05
V24	V37	1.05E-05
V24	V39	0.00019178
V24	V44	0.00378767
V24	V51	2.18E-05
V24	V62	0.0015429
V24	V63	0.00092129
V24	V66	0.00016537
V24	V94	0.003474
V24	V95	0.00033041
V24	V105	0.00111255
V24	V112	0.00168501
V24	V113	0.00048219
V24	V114	0.00146882
V24	V115	0.00032789
V24	V118	0.00224027
V24	V119	0.00023562
V24	V121	0.00012301
V24	V123	0.00117567
V24	V129	0.00010762
V24	V134	0.00020836
V24	V136	0.00077852
V24	V139	5.12E-05
V24	V140	0.00015411
V24	V145	0.00013129
V24	V146	0.00079644
V24	V151	0.00058808
V24	V152	0.00054041
V24	V153	0.00280274
V24	V161	0.0002297
V24	V162	0.0010948
V24	V168	0.00101836
V24	V169	0.00225493
V24	V207	8.40E-05
V24	V213	0.00316315
V24	V215	0.00249863
V24	V219	0.00170441
V24	V220	0.0028349
V24	V222	0.00227392
V24	V224	0.00059529
V24	V225	0.00320438
V24	V227	0.00100904
V24	V228	0.00186734
V24	V233	0.00383197
V24	V237	0.00076356
V24	V249	0.12869454
V25	V28	0.00352472
V25	V32	0.00013222
V25	V46	0.00695221
V25	V47	0.00013465
V25	V52	0.00063955
V25	V63	0.00214846
V25	V84	0.00376574
V25	V85	0.00032744
V25	V86	0.00042175
V25	V88	0.00062691
V25	V91	0.0005832
V25	V94	0.00010956
V25	V102	8.74E-06
V25	V104	0.00556718
V25	V105	6.05E-05
V25	V108	0.00200428
V25	V114	0.00040528
V25	V115	5.03E-05
V25	V116	0.00061703
V25	V117	2.45E-05
V25	V118	0.00094406
V25	V119	7.68E-05
V25	V121	0.00077017
V25	V122	6.73E-05
V25	V123	0.00022363
V25	V131	0.00043869
V25	V138	0.00090214
V25	V141	9.15E-05
V25	V142	0.00205351
V25	V143	5.69E-05
V25	V151	6.63E-05
V25	V153	0.00012998
V25	V158	0.000117
V25	V159	0.00093616
V25	V161	0.00056176
V25	V162	0.00027016
V25	V175	2.02E-05
V25	V176	0.00016092
V25	V178	6.97E-05
V25	V179	0.00020284
V25	V189	9.21E-05
V25	V190	0.00041301
V25	V191	0.00039448
V25	V192	0.00067373
V25	V193	0.00030307
V25	V195	6.00E-05
V25	V196	1.61E-05
V25	V209	3.13E-05
V25	V232	0.00035357
V25	V234	6.07E-05
V25	V246	0.0006987
V25	V247	0.00090921
V25	V249	0.04673055
V26	V28	0.00663288
V26	V46	0.00234164
V26	V82	0.00092762
V26	V85	0.00075312
V26	V86	0.00064669
V26	V104	0.00179206
V26	V114	0.00033896
V26	V116	0.00039027
V26	V122	0.00010323
V26	V123	2.45E-05
V26	V138	0.00056589
V26	V144	0.00066164
V26	V151	0.00015247
V26	V159	0.00179967
V26	V161	0.00025841
V26	V162	5.92E-05
V26	V193	0.00057033
V26	V249	0.03117411
V27	V28	0.02303082
V27	V46	0.0280161
V27	V47	0.00314538
V27	V65	0.0010452
V27	V72	0.00296336
V27	V86	0.00721747
V27	V87	0.00475171
V27	V96	0.02278699
V27	V109	0.30308219
V27	V114	0.0158887
V27	V116	0.00066524
V27	V118	0.01120137
V27	V119	0.00754709
V27	V121	0.00076884
V27	V123	0.00229623
V27	V126	0.00119503
V27	V129	0.00269041
V27	V130	0.01373973
V27	V131	0.00343973
V27	V134	0.0007012
V27	V138	0.00424418
V27	V139	0.00064041
V27	V141	0.00772603
V27	V142	0.00178904
V27	V144	0.01273664
V27	V151	0.00095291
V27	V159	0.00763253
V27	V161	0.01040822
V27	V162	0.00406849
V27	V172	0.05783664
V27	V173	0.01723459
V27	V190	0.0077923
V27	V192	0.00968493
V27	V193	0.05940925
V27	V194	0.0019726
V27	V195	0.00616438
V27	V196	0.00023168
V27	V207	0.00170514
V27	V208	0.0292298
V27	V209	0.00525599
V27	V224	0.00013288
V27	V228	0.0081476
V27	V247	0.00247877
V27	V249	0.82157586
V28	V28	0.00070189
V28	V29	0.00818874
V28	V30	0.00818874
V28	V31	0.00491324
V28	V32	8.20E-06
V28	V35	0.00221096
V28	V47	0.00519851
V28	V50	0.00278656
V28	V51	8.31E-05
V28	V53	0.0001514
V28	V55	0.00062153
V28	V57	0.0011611
V28	V63	0.00280508
V28	V65	0.0004323
V28	V66	0.00045936
V28	V75	0.00055121
V28	V80	0.00058708
V28	V81	0.00224657
V28	V82	0.00299906
V28	V84	0.00467078
V28	V85	0.00035863
V28	V86	0.00233158
V28	V88	0.00099753
V28	V92	0.00125438
V28	V94	0.00046286
V28	V95	0.00059789
V28	V96	3.37E-05
V28	V104	0.00111487
V28	V105	0.00082779
V28	V106	0.00019504
V28	V112	0.00330622
V28	V113	0.00022962
V28	V114	0.00217902
V28	V115	0.00045005
V28	V116	0.00332831
V28	V117	0.00055041
V28	V118	0.00144428
V28	V119	0.00050489
V28	V121	0.00445192
V28	V122	0.00084798
V28	V123	0.00128298
V28	V126	0.00154785
V28	V127	0.01727851
V28	V128	0.01155455
V28	V129	0.00198578
V28	V130	0.0018985
V28	V131	0.00091726
V28	V134	0.00048082
V28	V136	0.00044023
V28	V137	0.0011191
V28	V138	0.00125753
V28	V141	0.00120235
V28	V144	0.00052932
V28	V145	0.00017974
V28	V146	0.00034554
V28	V148	0.00132603
V28	V150	0.00138128
V28	V151	0.0021366
V28	V152	0.00067937
V28	V153	0.00012457
V28	V156	2.66E-05
V28	V158	0.00010678
V28	V159	0.00122427
V28	V161	0.00083402
V28	V162	0.00355068
V28	V163	0.0002597
V28	V166	0.00034638
V28	V169	0.0002771
V28	V172	0.0044066
V28	V173	0.00644618
V28	V174	0.00093352
V28	V175	2.21E-05
V28	V176	2.78E-05
V28	V178	0.00045793
V28	V189	0.00137843
V28	V190	0.00033926
V28	V191	0.00026746
V28	V192	0.0007379
V28	V193	0.00042247
V28	V194	0.00325949
V28	V195	0.00046967
V28	V196	1.77E-05
V28	V206	0.005879
V28	V207	0.00136911
V28	V208	0.00237717
V28	V209	0.0047025
V28	V211	0.00886993
V28	V212	0.00022544
V28	V213	0.00374814
V28	V214	0.00923516
V28	V215	0.01353425
V28	V216	0.00105637
V28	V217	0.01554508
V28	V218	0.00058762
V28	V219	0.00157765
V28	V220	0.00225331
V28	V221	0.00037988
V28	V222	0.00068454
V28	V224	0.00025816
V28	V225	0.01060498
V28	V226	0.00926768
V28	V227	0.00487123
V28	V228	0.00855656
V28	V231	3.82E-05
V28	V232	0.00072892
V28	V233	0.01469825
V28	V237	0.00070296
V28	V242	0.00212818
V28	V244	5.83E-05
V28	V246	0.000726
V28	V247	0.00096146
V28	V249	0.2037725
V29	V39	0.00639269
V29	V106	0.00455099
V29	V145	0.00346454
V29	V149	0.0105863
V29	V151	0.00169406
V29	V223	0.02762374
V29	V224	0.00413394
V29	V248	0.02800609
V29	V249	0.09526293
V30	V51	0.00024231
V30	V106	0.00455099
V30	V148	0.00210959
V30	V149	0.00276164
V30	V151	0.00169406
V30	V211	0.00224962
V30	V223	0.01411476
V30	V248	0.02800609
V30	V249	0.06429577
V31	V32	0.01419178
V31	V39	0.00127854
V31	V51	0.00290776
V31	V53	0.00720676
V31	V71	0.00633954
V31	V72	0.00167343
V31	V96	0.02525005
V31	V97	0.00322192
V31	V98	0.00364237
V31	V113	0.00424329
V31	V114	0.00112986
V31	V115	0.00077151
V31	V116	0.00614977
V31	V118	0.00459543
V31	V119	0.00176712
V31	V134	0.00416712
V31	V136	0.00145973
V31	V137	0.00928438
V31	V139	0.00905114
V31	V140	0.0053653
V31	V143	0.00427799
V31	V145	0.00317278
V31	V151	0.00101644
V31	V155	0.0016537
V31	V175	0.00980365
V31	V176	0.00051945
V31	V178	0.0020548
V31	V190	0.0015832
V31	V191	0.00374448
V31	V192	0.01033059
V31	V207	0.0209863
V31	V216	0.00126539
V31	V224	0.00085041
V31	V235	0.00153297
V31	V236	0.02710685
V31	V237	0.01357443
V31	V246	0.00796639
V31	V247	0.00216329
V31	V249	0.23441675
V32	V32	1.35E-05
V32	V34	1.97E-06
V32	V35	3.04E-05
V32	V36	5.70E-07
V32	V39	2.67E-06
V32	V44	4.21E-05
V32	V47	0.00011754
V32	V51	1.38E-05
V32	V53	2.48E-05
V32	V63	9.19E-05
V32	V66	1.23E-06
V32	V71	6.76E-06
V32	V74	1.48E-05
V32	V75	1.29E-05
V32	V77	1.48E-05
V32	V79	6.51E-06
V32	V80	1.37E-05
V32	V86	3.70E-05
V32	V87	0.00024522
V32	V88	8.23E-05
V32	V94	0.00012352
V32	V95	3.23E-05
V32	V96	1.97E-06
V32	V97	4.74E-06
V32	V98	1.54E-05
V32	V104	3.70E-05
V32	V105	0.00011871
V32	V106	4.56E-06
V32	V112	2.17E-05
V32	V113	2.25E-05
V32	V114	5.59E-05
V32	V115	2.08E-05
V32	V116	8.68E-06
V32	V117	0.00012009
V32	V118	4.14E-05
V32	V119	5.54E-05
V32	V120	3.47E-05
V32	V121	9.22E-05
V32	V122	8.93E-05
V32	V123	8.04E-05
V32	V126	0.00025064
V32	V127	0.00015772
V32	V128	0.00015984
